web-scraper-order,web-scraper-start-url,questions_and_answers
"1675270905-239","https://intellipaat.com/blog/interview-question/statistics-interview-questions/","45. What is the difference between the Ist quartile, the IInd quartile, and the IIIrd quartile?"
"1675270905-240","https://intellipaat.com/blog/interview-question/statistics-interview-questions/",""
"1675270905-241","https://intellipaat.com/blog/interview-question/statistics-interview-questions/","Quartiles are used to describe the distribution of data by splitting data into three equal portions, and the boundary or edge of these portions are called quartiles."
"1675270905-242","https://intellipaat.com/blog/interview-question/statistics-interview-questions/","That is,"
"1675270905-243","https://intellipaat.com/blog/interview-question/statistics-interview-questions/","The lower quartile (Q1) is the 25th percentile."
"1675270905-244","https://intellipaat.com/blog/interview-question/statistics-interview-questions/","The middle quartile (Q2), also called the median, is the 50th percentile."
"1675270905-245","https://intellipaat.com/blog/interview-question/statistics-interview-questions/","The upper quartile (Q3) is the 75th percentile."
"1675270905-246","https://intellipaat.com/blog/interview-question/statistics-interview-questions/",""
"1675270905-247","https://intellipaat.com/blog/interview-question/statistics-interview-questions/","46. How do the standard error and the margin of error relate?"
"1675270905-248","https://intellipaat.com/blog/interview-question/statistics-interview-questions/",""
"1675270905-249","https://intellipaat.com/blog/interview-question/statistics-interview-questions/","The standard error and the margin of error are quite closely related to each other. In fact, the margin of error is calculated using the standard error. As the standard error increases, the margin of error also increases."
"1675270905-250","https://intellipaat.com/blog/interview-question/statistics-interview-questions/",""
"1675270905-251","https://intellipaat.com/blog/interview-question/statistics-interview-questions/","47. What is one sample t-test?"
"1675270905-252","https://intellipaat.com/blog/interview-question/statistics-interview-questions/",""
"1675270905-253","https://intellipaat.com/blog/interview-question/statistics-interview-questions/","This T-test is a statistical hypothesis test in which we check if the mean of the sample data is statistically or significantly different from the population’s mean."
"1675270905-254","https://intellipaat.com/blog/interview-question/statistics-interview-questions/",""
"1675270905-255","https://intellipaat.com/blog/interview-question/statistics-interview-questions/","48. What is an alternative hypothesis?"
"1675270905-256","https://intellipaat.com/blog/interview-question/statistics-interview-questions/",""
"1675270905-257","https://intellipaat.com/blog/interview-question/statistics-interview-questions/","The alternative hypothesis (denoted by H1) is the statement that must be true if the null hypothesis is false. That is, it is a statement used to contradict the null hypothesis. It is the opposing point of view that gets proven right when the null hypothesis is proven wrong."
"1675270905-258","https://intellipaat.com/blog/interview-question/statistics-interview-questions/","Check out this Data Science Certification course to become a certified Data Scientist."
"1675270905-259","https://intellipaat.com/blog/interview-question/statistics-interview-questions/",""
"1675270905-260","https://intellipaat.com/blog/interview-question/statistics-interview-questions/","49. Given a left-skewed distribution that has a median of 60, what conclusions can we draw about the mean and the mode of the data?"
"1675270905-261","https://intellipaat.com/blog/interview-question/statistics-interview-questions/",""
"1675270905-262","https://intellipaat.com/blog/interview-question/statistics-interview-questions/","Given that it is a left-skewed distribution, the mean will be less than the median, i.e., less than 60, and the mode will be greater than 60."
"1675270905-263","https://intellipaat.com/blog/interview-question/statistics-interview-questions/",""
"1675270905-264","https://intellipaat.com/blog/interview-question/statistics-interview-questions/","50. What are the types of biases that we encounter while sampling?"
"1675270905-265","https://intellipaat.com/blog/interview-question/statistics-interview-questions/",""
"1675270905-266","https://intellipaat.com/blog/interview-question/statistics-interview-questions/","Sampling biases are errors that occur when taking a small sample of data from a large population as the representation in statistical analysis. There are three types of biases:"
"1675270905-267","https://intellipaat.com/blog/interview-question/statistics-interview-questions/","The selection bias"
"1675270905-268","https://intellipaat.com/blog/interview-question/statistics-interview-questions/","The survivorship bias"
"1675270905-269","https://intellipaat.com/blog/interview-question/statistics-interview-questions/","The undercoverage bias"
"1675270905-270","https://intellipaat.com/blog/interview-question/statistics-interview-questions/","Next up on this top Statistics Interview Questions and answers blog, let us take a look at the advanced set of questions."
"1675270905-271","https://intellipaat.com/blog/interview-question/statistics-interview-questions/","<img class=""aligncenter size-full"" src=""https://intellipaat.com/blog/wp-content/uploads/2020/09/Certification-in-Bigdata-Analytics-IITG.jpg"" alt=""Certification in Bigdata Analytics"" />"
"1675270905-272","https://intellipaat.com/blog/interview-question/statistics-interview-questions/",""
"1675270905-273","https://intellipaat.com/blog/interview-question/statistics-interview-questions/","51. What are the scenarios where outliers are kept in the data?"
"1675270905-274","https://intellipaat.com/blog/interview-question/statistics-interview-questions/",""
"1675270905-275","https://intellipaat.com/blog/interview-question/statistics-interview-questions/","There are not many scenarios where outliers are kept in the data, but there are some important situations when they are kept. They are kept in the data for analysis if:"
"1675270905-276","https://intellipaat.com/blog/interview-question/statistics-interview-questions/","Results are critical"
"1675270905-277","https://intellipaat.com/blog/interview-question/statistics-interview-questions/","Outliers add meaning to the data"
"1675270905-278","https://intellipaat.com/blog/interview-question/statistics-interview-questions/","The data is highly skewed"
"1675270905-279","https://intellipaat.com/blog/interview-question/statistics-interview-questions/",""
"1675270905-280","https://intellipaat.com/blog/interview-question/statistics-interview-questions/","52. Briefly explain the procedure to measure the length of all sharks in the world."
"1675270905-281","https://intellipaat.com/blog/interview-question/statistics-interview-questions/",""
"1675270905-282","https://intellipaat.com/blog/interview-question/statistics-interview-questions/","Following steps can be used to determine the length of sharks:"
"1675270905-283","https://intellipaat.com/blog/interview-question/statistics-interview-questions/","Define the confidence level (usually around 95%)"
"1675270905-284","https://intellipaat.com/blog/interview-question/statistics-interview-questions/","Use sample sharks to measure"
"1675270905-285","https://intellipaat.com/blog/interview-question/statistics-interview-questions/","Calculate the mean and standard deviation of the lengths"
"1675270905-286","https://intellipaat.com/blog/interview-question/statistics-interview-questions/","Determine t-statistics values"
"1675270905-287","https://intellipaat.com/blog/interview-question/statistics-interview-questions/","Determine the confidence interval in which the mean length lies"
"1675270905-288","https://intellipaat.com/blog/interview-question/statistics-interview-questions/",""
"1675270905-289","https://intellipaat.com/blog/interview-question/statistics-interview-questions/","53. How does the width of the confidence interval change with length?"
"1675270905-290","https://intellipaat.com/blog/interview-question/statistics-interview-questions/",""
"1675270905-291","https://intellipaat.com/blog/interview-question/statistics-interview-questions/","The width of the confidence interval is used to determine the decision-making steps. As the confidence level increases, the width also increases."
"1675270905-292","https://intellipaat.com/blog/interview-question/statistics-interview-questions/","The following also apply:"
"1675270905-293","https://intellipaat.com/blog/interview-question/statistics-interview-questions/","Wide confidence interval: Useless information"
"1675270905-294","https://intellipaat.com/blog/interview-question/statistics-interview-questions/","Narrow confidence interval: High-risk factor"
"1675270905-295","https://intellipaat.com/blog/interview-question/statistics-interview-questions/",""
"1675270905-296","https://intellipaat.com/blog/interview-question/statistics-interview-questions/","54. What is the meaning of degrees of freedom (DF) in statistics?"
"1675270905-297","https://intellipaat.com/blog/interview-question/statistics-interview-questions/",""
"1675270905-298","https://intellipaat.com/blog/interview-question/statistics-interview-questions/","Degrees of freedom or DF is used to define the number of options at hand when performing an analysis. It is mostly used with t-distribution and not with the z-distribution."
"1675270905-299","https://intellipaat.com/blog/interview-question/statistics-interview-questions/","If there is an increase in DF, the t-distribution will reach closer to the normal distribution. If DF > 30, this means that the t-distribution at hand is having all of the characteristics of a normal distribution."
"1675270905-300","https://intellipaat.com/blog/interview-question/statistics-interview-questions/",""
"1675270905-301","https://intellipaat.com/blog/interview-question/statistics-interview-questions/","55. How can you calculate the p-value using MS Excel?"
"1675270905-302","https://intellipaat.com/blog/interview-question/statistics-interview-questions/",""
"1675270905-303","https://intellipaat.com/blog/interview-question/statistics-interview-questions/","Following steps are performed to calculate the p-value easily:"
"1675270905-304","https://intellipaat.com/blog/interview-question/statistics-interview-questions/","Find the Data tab above"
"1675270905-305","https://intellipaat.com/blog/interview-question/statistics-interview-questions/","Click on Data Analysis"
"1675270905-306","https://intellipaat.com/blog/interview-question/statistics-interview-questions/","Select Descriptive Statistics"
"1675270905-307","https://intellipaat.com/blog/interview-question/statistics-interview-questions/","Select the corresponding column"
"1675270905-308","https://intellipaat.com/blog/interview-question/statistics-interview-questions/","Input the confidence level"
"1675270905-309","https://intellipaat.com/blog/interview-question/statistics-interview-questions/",""
"1675270905-310","https://intellipaat.com/blog/interview-question/statistics-interview-questions/","56. What is the law of large numbers in statistics?"
"1675270905-311","https://intellipaat.com/blog/interview-question/statistics-interview-questions/",""
"1675270905-312","https://intellipaat.com/blog/interview-question/statistics-interview-questions/","The law of large numbers in statistics is a theory that states that the increase in the number of trials performed will cause a positive proportional increase in the average of the results becoming the expected value."
"1675270905-313","https://intellipaat.com/blog/interview-question/statistics-interview-questions/","Example: The probability of flipping a fair coin and landing heads is closer to 0.5 when it is flipped 100,000 times when compared to 100 flips."
"1675270905-314","https://intellipaat.com/blog/interview-question/statistics-interview-questions/",""
"1675270905-315","https://intellipaat.com/blog/interview-question/statistics-interview-questions/","57. What are some of the properties of a normal distribution?"
"1675270905-316","https://intellipaat.com/blog/interview-question/statistics-interview-questions/",""
"1675270905-317","https://intellipaat.com/blog/interview-question/statistics-interview-questions/","A normal distribution, regardless of its size, will have a bell-shaped curve that is symmetric along the axes."
"1675270905-318","https://intellipaat.com/blog/interview-question/statistics-interview-questions/","Following are some of the important properties:"
"1675270905-319","https://intellipaat.com/blog/interview-question/statistics-interview-questions/","Unimodal: It has only one mode."
"1675270905-320","https://intellipaat.com/blog/interview-question/statistics-interview-questions/","Symmetrical: Left and right halves of the curve are mirrored."
"1675270905-321","https://intellipaat.com/blog/interview-question/statistics-interview-questions/","Central tendency: The mean, median, and mode are at the midpoint."
"1675270905-322","https://intellipaat.com/blog/interview-question/statistics-interview-questions/",""
"1675270905-323","https://intellipaat.com/blog/interview-question/statistics-interview-questions/","58. If there is a 30 percent probability that you will see a supercar in any 20-minute time interval, what is the proba­bility that you see at least one supercar in the period of an hour (60 minutes)?"
"1675270905-324","https://intellipaat.com/blog/interview-question/statistics-interview-questions/",""
"1675270905-325","https://intellipaat.com/blog/interview-question/statistics-interview-questions/","The probability of not seeing a supercar in 20 minutes is:"
"1675270905-326","https://intellipaat.com/blog/interview-question/statistics-interview-questions/","= 1 − P(Seeing one supercar)= 1 − 0.3 = 0.7"
"1675270905-327","https://intellipaat.com/blog/interview-question/statistics-interview-questions/","Probability of not seeing any supercar in the period of 60 minutes is:"
"1675270905-328","https://intellipaat.com/blog/interview-question/statistics-interview-questions/","= (0.7) ^ 3 = 0.343"
"1675270905-329","https://intellipaat.com/blog/interview-question/statistics-interview-questions/","Hence, the probability of seeing at least one supercar in 60 minutes is:"
"1675270905-330","https://intellipaat.com/blog/interview-question/statistics-interview-questions/","= 1 − P(Not seeing any supercar)= 1 − 0.343 = 0.657"
"1675270905-331","https://intellipaat.com/blog/interview-question/statistics-interview-questions/",""
"1675270905-332","https://intellipaat.com/blog/interview-question/statistics-interview-questions/","59. What is the meaning of sensitivity in statistics?"
"1675270905-333","https://intellipaat.com/blog/interview-question/statistics-interview-questions/",""
"1675270905-334","https://intellipaat.com/blog/interview-question/statistics-interview-questions/","Sensitivity, as the name suggests, is used to determine the accuracy of a classifier (logistic, random forest, etc.):"
"1675270905-335","https://intellipaat.com/blog/interview-question/statistics-interview-questions/","The simple formula to calculate sensitivity is:"
"1675270905-336","https://intellipaat.com/blog/interview-question/statistics-interview-questions/","Sensitivity = Predicted True Events/Total number of Events"
"1675270905-337","https://intellipaat.com/blog/interview-question/statistics-interview-questions/","<img class=""aligncenter wp-image-204480 size-full"" src=""https://intellipaat.com/blog/wp-content/uploads/2020/09/Become-a-Data-Science-Architect-IBM.jpg"" alt=""Become a Data Science Architect"" />"
"1675270905-338","https://intellipaat.com/blog/interview-question/statistics-interview-questions/",""
"1675270905-339","https://intellipaat.com/blog/interview-question/statistics-interview-questions/","60. What are the types of biases that you can encounter while sampling?"
"1675270905-340","https://intellipaat.com/blog/interview-question/statistics-interview-questions/",""
"1675270905-341","https://intellipaat.com/blog/interview-question/statistics-interview-questions/","There are three types of biases:"
"1675270905-342","https://intellipaat.com/blog/interview-question/statistics-interview-questions/","Selection bias"
"1675270905-343","https://intellipaat.com/blog/interview-question/statistics-interview-questions/","Survivorship bias"
"1675270905-344","https://intellipaat.com/blog/interview-question/statistics-interview-questions/","Under coverage bias"
"1675270905-345","https://intellipaat.com/blog/interview-question/statistics-interview-questions/",""
"1675270905-346","https://intellipaat.com/blog/interview-question/statistics-interview-questions/","61. What is the meaning of TF/IDF vectorization?"
"1675270905-347","https://intellipaat.com/blog/interview-question/statistics-interview-questions/",""
"1675270905-348","https://intellipaat.com/blog/interview-question/statistics-interview-questions/","TF-IDF is an acronym for Term Frequency – Inverse Document Frequency. It is used as a numerical measure to denote the importance of a word in a document. This document is usually called the collection or the corpus."
"1675270905-349","https://intellipaat.com/blog/interview-question/statistics-interview-questions/","The TF-IDF value is directly proportional to the number of times a word is repeated in a document. TF-IDF is vital in the field of Natural Language Processing (NLP) as it is mostly used in the domain of text mining and information retrieval."
"1675270905-350","https://intellipaat.com/blog/interview-question/statistics-interview-questions/",""
"1675270905-351","https://intellipaat.com/blog/interview-question/statistics-interview-questions/","62. What are some of the low and high-bias Machine Learning algorithms?"
"1675270905-352","https://intellipaat.com/blog/interview-question/statistics-interview-questions/",""
"1675270905-353","https://intellipaat.com/blog/interview-question/statistics-interview-questions/","There are many low and high-bias Machine Learning algorithms, and the following are some of the widely used ones:"
"1675270905-354","https://intellipaat.com/blog/interview-question/statistics-interview-questions/","Low bias: SVM, decision trees, KNN algorithm, etc."
"1675270905-355","https://intellipaat.com/blog/interview-question/statistics-interview-questions/","High bias: Linear and logistic regression"
"1675270905-356","https://intellipaat.com/blog/interview-question/statistics-interview-questions/","Check out this Machine Learning Training in Noida and master ML Skills."
"1675270905-357","https://intellipaat.com/blog/interview-question/statistics-interview-questions/",""
"1675270905-358","https://intellipaat.com/blog/interview-question/statistics-interview-questions/","63. What is the use of Hash tables in statistics?"
"1675270905-359","https://intellipaat.com/blog/interview-question/statistics-interview-questions/",""
"1675270905-360","https://intellipaat.com/blog/interview-question/statistics-interview-questions/","Hash tables are the data structures that are used to denote the representation of key-value pairs in a structured way. The hashing function is used by a hash table to compute an index that contains all of the details regarding the keys that are mapped to their associated values."
"1675270905-361","https://intellipaat.com/blog/interview-question/statistics-interview-questions/",""
"1675270905-362","https://intellipaat.com/blog/interview-question/statistics-interview-questions/","64. What are some of the techniques to reduce underfitting and overfitting during model training?"
"1675270905-363","https://intellipaat.com/blog/interview-question/statistics-interview-questions/",""
"1675270905-364","https://intellipaat.com/blog/interview-question/statistics-interview-questions/","Underfitting refers to a situation where data has high bias and low variance, while overfitting is the situation where there are high variance and low bias."
"1675270905-365","https://intellipaat.com/blog/interview-question/statistics-interview-questions/","Following are some of the techniques to reduce underfitting and overfitting:"
"1675270905-366","https://intellipaat.com/blog/interview-question/statistics-interview-questions/","For reducing underfitting:"
"1675270905-367","https://intellipaat.com/blog/interview-question/statistics-interview-questions/","Increase model complexity"
"1675270905-368","https://intellipaat.com/blog/interview-question/statistics-interview-questions/","Increase the number of features"
"1675270905-369","https://intellipaat.com/blog/interview-question/statistics-interview-questions/","Remove noise from the data"
"1675270905-370","https://intellipaat.com/blog/interview-question/statistics-interview-questions/","Increase the number of training epochs"
"1675270905-371","https://intellipaat.com/blog/interview-question/statistics-interview-questions/","For reducing overfitting:"
"1675270905-372","https://intellipaat.com/blog/interview-question/statistics-interview-questions/","Increase training data"
"1675270905-373","https://intellipaat.com/blog/interview-question/statistics-interview-questions/","Stop early while training"
"1675270905-374","https://intellipaat.com/blog/interview-question/statistics-interview-questions/","Lasso regularization"
"1675270905-375","https://intellipaat.com/blog/interview-question/statistics-interview-questions/","Use random dropouts"
"1675270905-376","https://intellipaat.com/blog/interview-question/statistics-interview-questions/",""
"1675270905-377","https://intellipaat.com/blog/interview-question/statistics-interview-questions/","65. Can you give an example to denote the working of the central limit theorem?"
"1675270905-378","https://intellipaat.com/blog/interview-question/statistics-interview-questions/",""
"1675270905-379","https://intellipaat.com/blog/interview-question/statistics-interview-questions/","Let’s consider the population of men who have normally distributed weights, with a mean of 60 kg and a standard deviation of 10 kg, and the probability needs to be found out."
"1675270905-380","https://intellipaat.com/blog/interview-question/statistics-interview-questions/","If one single man is selected, the weight is greater than 65 kg, but if 40 men are selected, then the mean weight is far more than 65 kg."
"1675270905-381","https://intellipaat.com/blog/interview-question/statistics-interview-questions/","The solution to this can be as shown below:"
"1675270905-382","https://intellipaat.com/blog/interview-question/statistics-interview-questions/","Z = (x − µ) / ? = (65 − 60) / 10 = 0.5 For a normal distribution P(Z > 0.5) = 0.409 Z = (65 − 60) / 5 = 1 P(Z > 1) = 0.090"
"1675270905-383","https://intellipaat.com/blog/interview-question/statistics-interview-questions/",""
"1675270905-384","https://intellipaat.com/blog/interview-question/statistics-interview-questions/","66. How do you stay up-to-date with the new and upcoming concepts in statistics?"
"1675270905-385","https://intellipaat.com/blog/interview-question/statistics-interview-questions/",""
"1675270905-386","https://intellipaat.com/blog/interview-question/statistics-interview-questions/","This is a commonly asked question in a statistics interview. Here, the interviewer is trying to assess your interest and ability to find out and learn new things efficiently. Do talk about how you plan to learn new concepts and make sure to elaborate on how you practically implemented them while learning."
"1675270905-387","https://intellipaat.com/blog/interview-question/statistics-interview-questions/","If you are looking forward to learning and mastering all of the Data Analytics and Data Science concepts and earn a certification in the same, do take a look at Intellipaat’s latest Data Science with R Certification offerings."
"1675270905-388","https://intellipaat.com/blog/interview-question/statistics-interview-questions/",""
"1675270905-389","https://intellipaat.com/blog/interview-question/statistics-interview-questions/","67. What is the benefit of using box plots?"
"1675270905-390","https://intellipaat.com/blog/interview-question/statistics-interview-questions/",""
"1675270905-391","https://intellipaat.com/blog/interview-question/statistics-interview-questions/","Box plots allow us to provide a graphical representation of the 5-number summary and can also be used to compare groups of histograms."
"1675270905-392","https://intellipaat.com/blog/interview-question/statistics-interview-questions/","Check out this Python Data Science Course to get an in-depth understanding of Data Science and Python."
"1675270905-393","https://intellipaat.com/blog/interview-question/statistics-interview-questions/",""
"1675270905-394","https://intellipaat.com/blog/interview-question/statistics-interview-questions/","68. Does a symmetric distribution need to be unimodal?"
"1675270905-395","https://intellipaat.com/blog/interview-question/statistics-interview-questions/",""
"1675270905-396","https://intellipaat.com/blog/interview-question/statistics-interview-questions/","A symmetric distribution does not need to be unimodal (having only one mode or one value that occurs most frequently). It can be bi-modal (having two values that have the highest frequencies) or multi-modal (having multiple or more than two values that have the highest frequencies)."
"1675270905-397","https://intellipaat.com/blog/interview-question/statistics-interview-questions/",""
"1675270905-398","https://intellipaat.com/blog/interview-question/statistics-interview-questions/","69. What is the impact of outliers in statistics?"
"1675270905-399","https://intellipaat.com/blog/interview-question/statistics-interview-questions/",""
"1675270905-400","https://intellipaat.com/blog/interview-question/statistics-interview-questions/","Outliers in statistics have a very negative impact as they skew the result of any statistical query. For example, if we want to calculate the mean of a dataset that contains outliers, then the mean calculated will be different from the actual mean (i.e., the mean we will get once we remove the outliers)."
"1675270905-401","https://intellipaat.com/blog/interview-question/statistics-interview-questions/",""
"1675270905-402","https://intellipaat.com/blog/interview-question/statistics-interview-questions/","70. When creating a statistical model, how do we detect overfitting?"
"1675270905-403","https://intellipaat.com/blog/interview-question/statistics-interview-questions/",""
"1675270905-404","https://intellipaat.com/blog/interview-question/statistics-interview-questions/","Overfitting can be detected by cross-validation. In cross-validation, we divide the available data into multiple parts and iterate on the entire dataset. In each iteration, one part is used for testing, and others are used for training. This way, the entire dataset will be used for training and testing purposes, and we can detect if the data is being overfitted."
"1675270905-405","https://intellipaat.com/blog/interview-question/statistics-interview-questions/",""
"1675270905-406","https://intellipaat.com/blog/interview-question/statistics-interview-questions/","71. What is a survivorship bias?"
"1675270905-407","https://intellipaat.com/blog/interview-question/statistics-interview-questions/",""
"1675270905-408","https://intellipaat.com/blog/interview-question/statistics-interview-questions/","The survivorship bias is the flaw of the sample selection that occurs when a dataset only considers the ‘surviving’ or existing observations and fails to consider those observations that have already ceased to exist."
"1675270905-409","https://intellipaat.com/blog/interview-question/statistics-interview-questions/",""
"1675270905-410","https://intellipaat.com/blog/interview-question/statistics-interview-questions/","72. What is an undercoverage bias?"
"1675270905-411","https://intellipaat.com/blog/interview-question/statistics-interview-questions/",""
"1675270905-412","https://intellipaat.com/blog/interview-question/statistics-interview-questions/","The undercoverage bias is a bias that occurs when some members of the population are inadequately represented in the sample."
"1675270905-413","https://intellipaat.com/blog/interview-question/statistics-interview-questions/",""
"1675270905-414","https://intellipaat.com/blog/interview-question/statistics-interview-questions/","74. What is the relationship between standard deviation and standard variance?"
"1675270905-415","https://intellipaat.com/blog/interview-question/statistics-interview-questions/",""
"1675270905-416","https://intellipaat.com/blog/interview-question/statistics-interview-questions/","Standard deviation is the square root of standard variance. Basically, standard deviation takes a look at how the data is spread out from the mean. On the other hand, standard variance is used to describe how much the data varies from the mean of the entire dataset."
"1675270905-417","https://intellipaat.com/blog/interview-question/statistics-interview-questions/",""
